"source","target","weight","cross_college","papers"
"jgenzer","mddickey","5","False","“2D or not 2D”: Shape-programming polymer sheets|Handwritten, Soft Circuit Boards and Antennas Using Liquid Metal Nanop|Self-Folding of Thick Polymer Sheets Using Gradients of Heat"
"btoconno","zikry","1","False","Anisotropic Elastic Modulus of Oriented Regioregular Poly(3-hexylthiop"
"cmwilli5","dcmuddim","1","True","4-Coumaroyl and Caffeoyl Shikimic Acids Inhibit 4-Coumaric Acid:Coenzy"
"cmwilli5","jpwang","1","True","4-Coumaroyl and Caffeoyl Shikimic Acids Inhibit 4-Coumaric Acid:Coenzy"
"dcmuddim","jpwang","3","True","4-Coumaroyl and Caffeoyl Shikimic Acids Inhibit 4-Coumaric Acid:Coenzy|Phosphorylation is an on/off switch for 5-hydroxyconiferaldehyde O-met|Elucidation of Xylem-Specific Transcription Factors and Absolute Quant"
"hawest","oaharrys","4","False","Mechanical properties of 3D re-entrant honeycomb auxetic structures re|Powder Removal from Ti-6Al-4V Cellular Structures Fabricated via Elect|Additive Manufacturing of Metal Cellular Structures: Design and Fabric"
"aseyam","kjpeters","3","True","Evaluation of the integrity of 3D orthogonal woven composites with emb|Polymer optical fibers integrated directly into 3D orthogonal woven co|Investigating the loss of an embedded perfluorinated optical fiber for"
"ahk","lalucia","1","True","3D face recognition in the Fourier domain using deformed circular curv"
"ahk","wekrause","1","True","3D face recognition in the Fourier domain using deformed circular curv"
"lalucia","wekrause","1","True","3D face recognition in the Fourier domain using deformed circular curv"
"lkhanley","wftb","2","False","Defining multiple, distinct, and shared spatiotemporal patterns of DNA|Isolation of Plant Nuclei at Defined Cell Cycle Stages Using EdU Label"
"paulf","wdavis","2","False","Computing in 3D|Thermal simulation of heterogeneous GaN/ InP/silicon 3DIC stacks"
"pdsicili","sepratt2","3","False","52 Digestible energy intakes of thirty-five horses over a 42-d period|48 Effect of dietary chromium propionate on plasma C-peptide concentra|76 Validation of a human double-antibody radioimmunoassay kit for meas"
"fli5","gnp","1","False","Low temperature platinum atomic layer deposition on nylon-6 for highly"
"fli5","khan","1","False","Low temperature platinum atomic layer deposition on nylon-6 for highly"
"gnp","khan","2","False","Low temperature platinum atomic layer deposition on nylon-6 for highly|Delayed Dissolution and Small Molecule Release from Atomic Layer Depos"
"njolby","rbrose2","1","True","Evaluation of a DLA-79 allele associated with multiple immune-mediated"
"arbinder","emzechma","1","True","Results of a National Survey about the Public Acceptability of Reclaim"
"gcmclaug","jpknelle","2","False","Neutrino oscillation above a black hole accretion disk|Stimulated neutrino transformation through turbulence on a changing de"
"jslindse","mtanigu","7","False","Extending the Short and Long Wavelength Limits of Bacteriochlorin Near|Paley's watchmaker analogy and prebiotic synthetic chemistry in surfac|Near-infrared tunable bacteriochlorins equipped for bioorthogonal labe"
"jdong","yslee","2","False","AC-pulse modulated electrohydrodynamic jet printing and electroless co|Electrohydrodynamic Jet Printing of Silver Seeds: Micro Scale Patterni"
"fmuelle","hluo2","2","False","OpenACC acceleration of an unstructured CFD solver based on a reconstr|A fine-grained block ILU scheme on regular structures for GPGPUs"
"fmuelle","jredward","2","False","OpenACC acceleration of an unstructured CFD solver based on a reconstr|A fine-grained block ILU scheme on regular structures for GPGPUs"
"hluo2","jredward","2","False","OpenACC acceleration of an unstructured CFD solver based on a reconstr|A fine-grained block ILU scheme on regular structures for GPGPUs"
"hdai","rdutta","3","False","A stochastic multi-channel spectrum access game with incomplete inform|Dynamic IDS Configuration in the Presence of Intruder Type Uncertainty|Toward Proper Guard Zones for Link Signature"
"acmclaug","jcallair","1","False","Accessibility in Serious Games for Adults Aging with Disability"
"dlirving","jljone21","2","False","Accurate Nanoscale Crystallography in Real-Space Using Scanning Transm|Highly Accurate Real Space Nanometrology Using Revolving Scanning Tran"
"kbchen2","xxu","2","False","The accuracy of the Oculus Rift virtual reality head-mounted display d|Evaluation of older driver head functional range of motion using porta"
"cwcahoon","dljorda2","2","False","Weed Control in Cotton by Combinations of Microencapsulated Acetochlor|Palmer Amaranth (<i>Amaranthus palmeri</i>) Management in Dicamba-Resi"
"cwcahoon","kmjennin","1","False","Weed Control in Cotton by Combinations of Microencapsulated Acetochlor"
"dljorda2","kmjennin","5","False","Weed Control in Cotton by Combinations of Microencapsulated Acetochlor|Long-Term Management of Palmer Amaranth (<i>Amaranthus palmeri</i>) in|Weed Control in Southern Highbush Blueberry with<i>S</i>-metolachlor, "
"kaunocic","rrunocic","3","False","Supportless, Bismuth-Modified Palladium Nanotubes with Improved Activi|Vapor Synthesis and Thermal Modification of Supportless Platinum–Ruthe|Probing battery chemistry with liquid cell electron energy loss spectr"
"jodle","xilin","7","False","Transplacental induction of fatty acid oxidation in term fetal pigs by|Supplementation of Maternal Diets with Choline, B‐vitamin and Docosahe|Acute Dextran Sodium Sulfate Dose‐Dependently Induces Colitis in Formu"
"gkharris","hmhassan","2","False","Mitochondrial DNA Fragmentation as a Molecular Tool to Monitor Thermal|Mitochondrial DNA Fragmentation to Monitor Processing Parameters in Hi"
"gkharris","idiazmu","1","False","Mitochondrial DNA Fragmentation as a Molecular Tool to Monitor Thermal"
"gkharris","jaosborn","1","True","Mitochondrial DNA Fragmentation as a Molecular Tool to Monitor Thermal"
"hmhassan","idiazmu","1","False","Mitochondrial DNA Fragmentation as a Molecular Tool to Monitor Thermal"
"hmhassan","jaosborn","1","True","Mitochondrial DNA Fragmentation as a Molecular Tool to Monitor Thermal"
"idiazmu","jaosborn","1","True","Mitochondrial DNA Fragmentation as a Molecular Tool to Monitor Thermal"
"hmhassan","jbbarcen","1","False","Biology of Reactive Oxygen Species, Oxidative Stress, and Antioxidants"
"evheugte","jodle","3","False","Impact of dietary lipids on sow milk composition and balance of essent|Development of prediction equations to estimate the apparent digestibl|Peroxidised dietary lipids impair intestinal function and morphology o"
"evheugte","vfellner","1","False","Impact of dietary lipids on sow milk composition and balance of essent"
"jodle","vfellner","1","False","Impact of dietary lipids on sow milk composition and balance of essent"
"dfrpp","jpkerns","2","False","Plant Growth Regulator Effects on Bacterial Etiolation of Creeping Ben|Bacterial etiolation of creeping bentgrass as influenced by biostimula"
"elseekam","leung","2","False","Projected impacts to the production of outdoor recreation opportunitie|Determinants of Responsible Hiking Behavior: Results from a Stated Cho"
"cmaltec","msashwel","1","False","Differential Gene Expression across Breed and Sex in Commercial Pigs A"
"cmaltec","rebaynes","1","True","Differential Gene Expression across Breed and Sex in Commercial Pigs A"
"msashwel","rebaynes","1","True","Differential Gene Expression across Breed and Sex in Commercial Pigs A"
"jmcasper","ksbunds","1","False","Evaluation and Analysis of Environmental Actions"
"tmbarnes","twprice","3","False","BJC in action: Comparison of student perceptions of a computer science|Comparing Textual and Block Interfaces in a Novice Programming Environ|Creating Data-Driven Feedback for Novices in Goal-Driven Programming P"
"tmbarnes","vmcatete","1","False","BJC in action: Comparison of student perceptions of a computer science"
"twprice","vmcatete","1","False","BJC in action: Comparison of student perceptions of a computer science"
"ktate","mnpeters","3","False","Motivating Action through Fostering Climate Change Hope and Concern an|How experiential service-learning affects student perceptions of educa|How Emotion Trumps Logic in Climate Change Risk Perception: Exploring "
"bjreich","leung","1","True","Urban Vegetative Cover Fragmentation in the U.S."
"jnbocarr","mbedward","1","False","Social and Environmental Factors Related to Boys’ and Girls’ Park-Base"
"jnbocarr","ngcosco","1","True","Social and Environmental Factors Related to Boys’ and Girls’ Park-Base"
"mbedward","ngcosco","1","True","Social and Environmental Factors Related to Boys’ and Girls’ Park-Base"
"bmrao","dcmuddim","1","True","Activin/Nodal Signaling Switches the Terminal Fate of Human Embryonic "
"jbtracy","mddickey","1","False","Selective and directional actuation of elastomer films using chained m"
"jbtracy","odvelev","1","False","Selective and directional actuation of elastomer films using chained m"
"mddickey","odvelev","1","False","Selective and directional actuation of elastomer films using chained m"
"pdbradfo","tghosh","1","False","Carbon nanotube sheet electrodes for anisotropic actuation of dielectr"
"pdbradfo","xfang3","1","False","Carbon nanotube sheet electrodes for anisotropic actuation of dielectr"
"tghosh","xfang3","1","False","Carbon nanotube sheet electrodes for anisotropic actuation of dielectr"
"gnp","jcbonner","2","True","Atomic layer deposition coating of carbon nanotubes with zinc oxide ca|Toxicoproteomic analysis of pulmonary carbon nanotube exposure using L"
"hliu4","xilin","3","False","Effects of acute and chronic heat stress on plasma metabolites, hormon|Effects of maternal dietary manganese and incubation temperature on ha|Effects of environmental temperature and dietary manganese on egg prod"
"bjreich","jkpacifi","2","True","Occupancy estimation for rare species using a spatially‐adaptive sampl|Fungi Identify the Geographic Origin of Dust Samples"
"cmroland","sagui","5","False","The Adaptively Biased Molecular Dynamics method revisited: New capabil|Picosecond dissociation of amyloid fibrils with infrared laser: A none|Calculating transition and reaction rates with nonequilibrium work mea"
"oaharrys","tjhorn","2","False","Applications of Metal Additive Manufacturing in Veterinary Orthopedic |Novel Materials and Structures Fabricated by Electron Beam Melting"
"hwade","kgundog","3","False","A PCBM Electron Transport Layer Containing Small Amounts of Dual Polym|Direct Optical Observation of Stimulated Emission from Hot Charge Tran|Charge Photogeneration in Organic Photovoltaics: Role of Hot versus Co"
"birgand","closburn","1","True","Seasonal variation in the quality of dissolved and particulate organic"
"birgand","mrburche","1","False","Seasonal variation in the quality of dissolved and particulate organic"
"closburn","mrburche","1","True","Seasonal variation in the quality of dissolved and particulate organic"
"krmunana","mgpapich","1","False","Effect of Chronic Administration of Phenobarbital, or Bromide, on Phar"
"clbird2","ksjayara","1","False","Use of Song as an Effective Teaching Strategy for Nutrition Education "
"bwkeene","japiedra","1","False","Cardiac regenerative potential of cardiosphere-derived cells from adul"
"csdepern","moorman","11","False","White‐tailed deer population dynamics and adult female survival in the|Prescribed fire affects female white-tailed deer habitat use during su|Do silvicultural practices to restore oaks affect salamanders in the s"
"choyo","daskaar","1","False","Lead Exposure during Early Human Development and DNA Methylation of Im"
"jbbarcen","jwolson","1","True","Aerobic Hydrogen Production via Nitrogenase in Azotobacter vinelandii "
"dkotter","sdneuper","2","False","Feeling old today? Daily health, stressors, and affect explain day-to-|The Combined Effects of Daily Stressors and Major Life Events on Daily"
"ktate","moorman","1","False","How Emotion Trumps Logic in Climate Change Risk Perception: Exploring "
"mnpeters","moorman","2","False","How Emotion Trumps Logic in Climate Change Risk Perception: Exploring |Application of Choice Experiments to Determine Stakeholder Preferences"
"mroe","sorenson","1","False","Systemic Imidacloprid Affects Intraguild Parasitoids Differently"
"csdepern","rwkays","1","False","Prescribed fire affects female white-tailed deer habitat use during su"
"moorman","rwkays","1","False","Prescribed fire affects female white-tailed deer habitat use during su"
"bwhipker","jmdole","4","False","Flurprimidol preplant corm soaks or drenches affect potted gladiolus p|Paclobutrazol or Ancymidol Effects on Postharvest Performance of Potte|Plant Growth Regulator Drenches Suppress Foliage and Inflorescence Hei"
"jmhaugh","mbgoshe","1","True","Development of a tandem affinity phosphoproteomic method with motif se"
"jgenzer","rgcarbon","1","False","Affinity interactions of human immunoglobulin G with short peptides: r"
"dxie","icarbon","1","False","Enhanced diversity and aflatoxigenicity in interspecific hybrids ofAsp"
"lwdavis","swkullma","1","True","Predicting characteristics of rainfall driven estrogen runoff and tran"
"rslewis","vkurapa","1","False","Identification of maternal haploids of Nicotiana tabacum aided by tran"
"bwkeene","eghohmei","1","True","Complication Rates Associated with Transvenous Pacemaker Implantation "
"bwkeene","sptou","1","False","Complication Rates Associated with Transvenous Pacemaker Implantation "
"bwkeene","tdefranc","1","False","Complication Rates Associated with Transvenous Pacemaker Implantation "
"eghohmei","sptou","1","True","Complication Rates Associated with Transvenous Pacemaker Implantation "
"eghohmei","tdefranc","1","True","Complication Rates Associated with Transvenous Pacemaker Implantation "
"sptou","tdefranc","1","False","Complication Rates Associated with Transvenous Pacemaker Implantation "
"dmfoster","mgpapich","1","False","Pharmacokinetics of enrofloxacin and ceftiofur in plasma, interstitial"
"msmorril","rclark","1","False","Golden Years or Financial Fears?
            How Plans Change after Re"
"kbadler","tghashg","1","False","<scp>MARCKS</scp>‐dependent mucin clearance and lipid metabolism in ep"
"dpgenere","mlardons","1","True","Interbasin flow of geothermally modified ground water stabilizes strea"
"hall","jgenzer","1","False","Proteinlike Copolymers as Encapsulating Agents for Small-Molecule Solu"
"fedkiw","khan","2","False","Galactomannan binding agents for silicon anodes in Li-ion batteries|Hierarchical Graphene-Containing Carbon Nanofibers for Lithium-Ion Bat"
"lmquesad","pojiamb","2","False","Resurgence of <i>Pseudoperonospora cubensis</i>: The Causal Agent of C|Epidemiology and Population Biology of <i>Pseudoperonospora cubensis</"
"hall","odvelev","1","False","Generic model for tunable colloidal aggregation in multidirectional fi"
"rcollaz","sitar","11","False","Fabrication of vertical Schottky barrier diodes on n-type freestanding|Optical characterization of Al- and N-polar AlN waveguides for integra|Charge neutrality levels, barrier heights, and band offsets at polar A"
"eadenhar","wjasper","1","False","Effects of Air Velocity, Air Gap Thickness and Configuration on Heat T"
"dyanistr","yyazmy","1","False","Iterative stability analysis of spatial domain decomposition based on "
"emzechma","gmkumar","1","False","Parallel Evolutionary Algorithm for Designing Water Distribution Netwo"
"cmwilli5","jducoste","2","False","Clustering and Differential Alignment Algorithm: Identification of Ear|Computational approaches to identify regulators of plant stress respon"
"cmwilli5","jtuck","2","False","Clustering and Differential Alignment Algorithm: Identification of Ear|Computational approaches to identify regulators of plant stress respon"
"cmwilli5","talong","2","True","Clustering and Differential Alignment Algorithm: Identification of Ear|Computational approaches to identify regulators of plant stress respon"
"jducoste","jtuck","2","False","Clustering and Differential Alignment Algorithm: Identification of Ear|Computational approaches to identify regulators of plant stress respon"
"jducoste","talong","2","True","Clustering and Differential Alignment Algorithm: Identification of Ear|Computational approaches to identify regulators of plant stress respon"
"jtuck","talong","2","True","Clustering and Differential Alignment Algorithm: Identification of Ear|Computational approaches to identify regulators of plant stress respon"
"btoconno","mwkudeno","2","False","In‐Plane Alignment in Organic Solar Cells to Probe the Morphological D|Complete intrinsic coincident polarimetry using stacked organic photov"
"rdewey","rslewis","1","False","Transgenic and Mutation-Based Suppression of a Berberine Bridge Enzyme"
"dlaylor","zguo32","1","True","Analyses of allele-specific gene expression in highly divergent mouse "
"dknazov","dxlascel","2","False","A canine-specific anti-nerve growth factor antibody alleviates pain an|Initial evaluation of nighttime restlessness in a naturally occurring "
"cmaltec","mtknauer","1","False","Variance component estimates for alternative litter size traits in swi"
"drpanthe","fjlouws","1","False","Progeny of Selfed Plants from Tomato Breeding Line ‘NC1 Grape’ Overexp"
"lkbradle","moorman","1","True","A Review of Organic Lawn Care Practices and Policies in North America "
"lwang5","pkolar","1","False","Biofiltration of Ammonia and GHGs from Swine Gestation Barn Pit Exhaus"
"lwang5","sbshah3","1","False","Biofiltration of Ammonia and GHGs from Swine Gestation Barn Pit Exhaus"
"pkolar","sbshah3","2","False","Biofiltration of Ammonia and GHGs from Swine Gestation Barn Pit Exhaus|Calcined eggshell as an inexpensive catalyst for partial oxidation of "
"dcdorman","megruen","3","False","Olfactory discrimination and generalization of ammonium nitrate and st|The use of an open-field model to assess sound-induced fear and anxiet|A test for the evaluation of emotional reactivity in Labrador retrieve"
"flowers","msashwel","1","False","Effect of dietary copper amount and source on copper metabolism and ox"
"btoconno","smfergu2","3","False","Performance analysis of a thermoelectric cooler with a corrugated arch|Performance Comparison of a Bulk Thermoelectric Cooler With a Hybrid D|Heat shrink formation of a corrugated thin film thermoelectric generat"
"acdon","beasleym","1","False","An analysis of the maturity and strategic impact of investments in ERM"
"acdon","branson","1","False","An analysis of the maturity and strategic impact of investments in ERM"
"beasleym","branson","1","False","An analysis of the maturity and strategic impact of investments in ERM"
"chhaigle","ygyingli","1","True","Prediction of the structures of the plant-specific regions of vascular"
"gabr","rasdorf","1","False","Retaining Wall Field Condition Inspection, Rating Analysis, and Condit"
"aaiyyer","vpaneja","1","False","Measurement and Analysis of Fine Particulate Matter (PM2.5) in Urban A"
"baquroll","ebbreits","4","False","Serological and molecular analysis of feline vector-borne anaplasmosis|A putative marker for human pathogenic strains of Anaplasma phagocytop|Naturally OccurringEhrlichia ewingiiandMycoplasmasp. Co-Infection in a"
"dcmuddim","tghashg","1","True","Influence of Desorption Conditions on Analyte Sensitivity and Internal"
"drbohnen","sksupak","1","True","Geospatial analytics for federally managed tourism destinations and th"
"atbliksl","tprange","2","False","Epiduroscopy of the lumbosacral vertebral canal in the horse: Techniqu|Response to letter to the Editor. Epiduroscopy of the lumbosacral vert"
"mnpeters","rblanger","1","True","Tourism-related drivers of support for protection of fisheries resourc"
"arbinder","kakosenk","1","False","Celebrity Influence and Identification: A Test of the Angelina Effect"
"arbinder","rjhurley","1","False","Celebrity Influence and Identification: A Test of the Angelina Effect"
"kakosenk","rjhurley","1","False","Celebrity Influence and Identification: A Test of the Angelina Effect"
"classen","jaosborn","1","True","Spatiotemporal Variations of Bioaerosols  in the Vicinity of an Animal"
"fyyamane","ooralka","3","False","A three-mask process for fabricating vacuum-sealed capacitive micromac|Design of high-frequency broadband CMUT arrays|Fabrication of capacitive micromachined ultrasonic transducers with th"
"jjadams2","mddickey","3","False","A reconfigurable liquid metal antenna driven by electrochemically cont|Handwritten, Soft Circuit Boards and Antennas Using Liquid Metal Nanop|Pump-free feedback control of a frequency reconfigurable liquid metal "
"jgenzer","jjadams2","1","False","Handwritten, Soft Circuit Boards and Antennas Using Liquid Metal Nanop"
"mlila","xli24","1","False","Black Currant Anthocyanins Attenuate Weight Gain and Improve Glucose M"
"skomarn","xli24","1","False","Black Currant Anthocyanins Attenuate Weight Gain and Improve Glucose M"
"fscholl","raghilad","1","False","Synthesis, Characterization, and Antimicrobial Efficacy of Photomicrob"
"bdhansen","jahoppin","1","True","Opinions of clinical veterinarians at a US veterinary teaching hospita"
"bdhansen","kmmurph1","1","False","Opinions of clinical veterinarians at a US veterinary teaching hospita"
"bdhansen","mgpapich","1","False","Opinions of clinical veterinarians at a US veterinary teaching hospita"
"jahoppin","kmmurph1","1","True","Opinions of clinical veterinarians at a US veterinary teaching hospita"
"jahoppin","mgpapich","1","True","Opinions of clinical veterinarians at a US veterinary teaching hospita"
"kmmurph1","mgpapich","1","False","Opinions of clinical veterinarians at a US veterinary teaching hospita"
"aihawari","aryoung","1","True","Neutron-Antineutron Oscillations: Theoretical Status and Experimental "
"pferket","skim22","2","False","Effect of dietary supplementation of xylanase on apparent ileal digest|Effects of feed grade L-methionine on intestinal redox status, intesti"
"cubbage","mnpeters","2","False","Application of Choice Experiments to Determine Stakeholder Preferences|Military Perspectives on Public Relations Related to Environmental Iss"
"cubbage","moorman","1","False","Application of Choice Experiments to Determine Stakeholder Preferences"
"jytzeng","wlu4","1","False","A Fast Multiple‐Kernel Method With Applications to Detect Gene‐Environ"
"agdean","sbhatta4","2","False","Using real-time system design methods to integrate SMPS control softwa|Doubly-fed induction generator enabled power generation in ocean wave "
"atstepan","jmalonso","4","False","A Stacking-Based Approach to Identify Translated Upstream Open Reading|Mining transcript features related to translation in Arabidopsis using|Gene-Specific Translation Regulation Mediated by the Hormone-Signaling"
"atstepan","sheber","3","True","A Stacking-Based Approach to Identify Translated Upstream Open Reading|Mining transcript features related to translation in Arabidopsis using|Gene-Specific Translation Regulation Mediated by the Hormone-Signaling"
"jmalonso","sheber","3","True","A Stacking-Based Approach to Identify Translated Upstream Open Reading|Mining transcript features related to translation in Arabidopsis using|Gene-Specific Translation Regulation Mediated by the Hormone-Signaling"
"fwu","hhuang11","1","False","An Optimization-Based Approach for Prosthesis Dynamic Modeling and Par"
"mgilman","stsynkov","1","False","A Mathematical Model for SAR Imaging beyond the First Born Approximati"
"jmalonso","mrojasp","1","False","REGULATOR OF BULB BIOGENESIS1 (RBB1) Is Involved in Vacuole Bulb Forma"
"jmalonso","rsozzan","1","False","Bird and Scarecrow proteins organize tissue formation in Arabidopsis r"
"alkwansa","ygyingli","1","False","Fullerenes in Aromatic Solvents: Correlation between Solvation-Shell S"
"aanevzor","aismirno","1","False","Nanotube Array Method for Studying Lipid-Induced Conformational Change"
"gbuckner","jaosborn","1","True","Selective Internal Radiation Therapy: Quantifying Distal Penetration a"
"ekemahl","hsheese","1","False","Don't ask, don't tell: Sharing revenues with a dishonest retailer"
"cahintz","kim","2","False","Nanoindentation investigation of asphalt binder and mastic cohesion|Unified failure criterion for asphalt binder under cyclic fatigue load"
"bgilger","galewbar","1","False","Phacoemulsification and aspiration for cataract management in a dollar"
"mbreen3","sesuter","1","False","Genome-wide assessment of recurrent genomic imbalances in canine leuke"
"jcbegeny","sastage","1","False","Do Intervention-embedded Assessment Procedures Successfully Measure St"
"jcbegeny","sdneuper","1","False","Do Intervention-embedded Assessment Procedures Successfully Measure St"
"sastage","sdneuper","1","False","Do Intervention-embedded Assessment Procedures Successfully Measure St"
"dxlascel","eghohmei","1","True","Assessment of an implant-skin interface scoring system for external sk"
"amhardis","sescherf","1","False","Engaging community change: the critical role of values in asset mappin"
"ranji","sarumug","2","False","Role of multimodel combination and data assimilation in improving stre|A framework for incorporating ecological releases in single reservoir "
"macubeta","wshi3","1","False","Phylogenetic, taxonomic and functional diversity of fungal denitrifier"
"ekyoungs","sdfrank","2","False","Urban stress is associated with variation in microbial species composi|Urbanization Increases Pathogen Pressure on Feral and Managed Honey Be"
"jhvanzan","khan","1","False","Tracer Microrheology Study of a Hydrophobically Modified Comblike Asso"
"eghohmei","njolby","2","True","Dorsal Compressive Atlantoaxial Bands and the Craniocervical Junction |Medullary Position at the Craniocervical Junction in Mature Cavalier K"
"dbeggles","drbohnen","3","False","Soundscapes and Larval Settlement: Larval Bivalve Responses to Habitat|Soundscape manipulation enhances larval recruitment of a reef-building|Soundscapes and Larval Settlement: Characterizing the Stimulus from a "
"amaity","jytzeng","1","False","Testing and Estimation in Marker-Set Association Study Using Semiparam"
"gsseiler","jgookin","2","False","Association of Gallbladder Mucocele Histologic Diagnosis with Selected|Excess Secretion of Gel-Forming Mucins and Associated Innate Defense P"
"gsseiler","kmathews","2","False","Association of Gallbladder Mucocele Histologic Diagnosis with Selected|Excess Secretion of Gel-Forming Mucins and Associated Innate Defense P"
"jgookin","kmathews","2","False","Association of Gallbladder Mucocele Histologic Diagnosis with Selected|Excess Secretion of Gel-Forming Mucins and Associated Innate Defense P"
"gary","warobin3","1","False","North Atlantic Storm-Track Sensitivity to Warming Increases with Model"
"gnp","mddickey","1","False","Facile Conversion of Hydroxy Double Salts to Metal–Organic Frameworks "
"rcollaz","tghashg","1","True","Neurotypic cell attachment and growth on III-nitride lateral polarity "
"arabiei","bourham","1","False","Attenuation efficiency of X-ray and comparison to gamma ray and neutro"
"jgenzer","spontak","1","False","Film-Stabilizing Attributes of Polymeric Core–Shell Nanoparticles"
"cebarbie","hubbe","1","False","A preliminary evaluation of World Heritage tourism promotion: comparin"
"cebarbie","leung","2","False","A preliminary evaluation of World Heritage tourism promotion: comparin|Characterizing Themed Touring Routes: A Geospatial and Tourism Evaluat"
"hubbe","leung","1","False","A preliminary evaluation of World Heritage tourism promotion: comparin"
"hhuang11","mliu10","3","False","A Cyber Expert System for Auto-Tuning Powered Prosthesis Impedance Con|Development of an Environment-Aware Locomotion Mode Recognition System|Investigation of Timing to Switch Control Mode in Powered Knee Prosthe"
"ihusain2","sbhatta4","1","False","Auto-inspection and permitting with a PV Utility Interface (PUI) for r"
"amgrunde","jbbarcen","1","False","Sequence data for Clostridium autoethanogenum using three generations "
"whenck","xgu","1","False","Automatic Server Hang Bug Diagnosis: Feasible Reality or Pipe Dream?"
"dosmond","wfhunt","1","False","Roadside soils show low plant available zinc and copper concentrations"
