uid,name,shib_role,shib_title,orcid,college,department,nc_state_affiliations,works_count,open_access_works_count,sdg_work_count_by_wos_1,sdg_work_count_by_wos_2,sdg_work_count_by_wos_3,sdg_work_count_by_wos_4,sdg_work_count_by_wos_5,sdg_work_count_by_wos_6,sdg_work_count_by_wos_7,sdg_work_count_by_wos_8,sdg_work_count_by_wos_9,sdg_work_count_by_wos_10,sdg_work_count_by_wos_11,sdg_work_count_by_wos_12,sdg_work_count_by_wos_13,sdg_work_count_by_wos_14,sdg_work_count_by_wos_15,sdg_work_count_by_wos_16,sdg_work_count_by_wos_17
jrbryan3,Jennifer Richmond-Bryant,faculty,Assoc Professor,https://orcid.org/0000-0003-2917-9932,College of Natural Resources,Forestry and Environmental Resources,Forestry and Environmental Resources; Forestry and Environmental Resources; Center for Human Health and the Environment ; Center for Geospatial Analytics; Global One Health Academy,68,33,0,0,15,1,0,0,0,0,0,0,14,0,0,0,0,0,0
drasmus,David Rasmussen,faculty,Assoc Professor,https://orcid.org/0000-0001-9457-7561,College of Agriculture and Life Sciences,Entomology and Plant Pathology,Entomology and Plant Pathology; Entomology and Plant Pathology; Genetics and Genomics Academy; Comparative Medicine Institute; Entomology and Plant Pathology; Emerging Plant Disease and Global Food Security; Global One Health Academy; Bioinformatics Research Center,57,53,0,5,12,0,0,0,0,0,0,0,0,0,6,0,6,0,0
bgreaves,Brad Reaves,faculty,Assoc Professor,,College of Engineering,Computer Science,Computer Science; Secure Computing Institute,22,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rravi,Rakesh Ravi,faculty,Asst Teaching Professor,https://orcid.org/0009-0000-1512-6448,Poole College of Management,"Information Technology, Analytics, & Operations","Poole College of Management Administration; Information Technology, Analytics, & Operations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iriosri,Isabel Rios,faculty,Senior Lecturer,,College of Humanities and Social Sciences,Social Work,Social Work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amrodri7,Al Rodriguez,faculty,Graduate,,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iuroeder,Ian Roederer,faculty,Assoc Professor,https://orcid.org/0000-0001-5107-8930,College of Sciences,Physics,Physics,170,124,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
mrahe,Michael Rahe,faculty,Asst Professor,https://orcid.org/0000-0003-2123-4124,College of Veterinary Medicine,Population Health and Pathobiology,Population Health and Pathobiology; Comparative Medicine Institute; Global One Health Academy,31,26,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ktrayman,Kasie Raymann,faculty,Asst Professor,https://orcid.org/0000-0001-7008-2783,College of Agriculture and Life Sciences,Plant and Microbial Biology,Plant and Microbial Biology; Genetics and Genomics Academy; Global One Health Academy,25,23,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,0
mlrodge2,Maria Rodgers,faculty,Asst Professor,https://orcid.org/0000-0002-0271-1303,College of Sciences,Biological Sciences,Toxicology Programs; Biological Sciences; Center for Human Health and the Environment ; Genetics and Genomics Academy; Coastal Resilience and Sustainability Initiative; Global One Health Academy,46,12,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jjrice,Jacelyn Rice-Boayue,faculty,Assistant Professor,https://orcid.org/0000-0002-3638-9359,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering; Global One Health Academy",15,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barachun,Benjamin Rachunok,faculty,Asst Professor,https://orcid.org/0000-0001-6405-978X,College of Engineering,Edward P. Fitts Department of Industrial & Systems Engineering,Edward P. Fitts Department of Industrial & Systems Engineering,18,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
vmbakerr,Michelle Russell,faculty,Asst Teaching Professor,https://orcid.org/0009-0002-4769-8795,College of Humanities and Social Sciences,Psychology,Psychology,15,11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
kjschaff,Kristen Schaffer,faculty,Assoc Professor,,College of Design,Architecture,Architecture,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gspowel2,Gareth Powell,faculty,Asst Professor,https://orcid.org/0000-0003-0847-2718,College of Agriculture and Life Sciences,Entomology and Plant Pathology,Entomology and Plant Pathology; Global One Health Academy,58,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
kvpierce,Kursten Pierce,faculty,Asst Professor,https://orcid.org/0000-0003-4947-0743,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences,24,9,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0
lapaquin,Laura Paquin,faculty,Asst Professor,,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sgparlie,Sally Parlier,faculty,Lecturer,,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmquesad,Lina Quesada,faculty,Professor,https://orcid.org/0000-0002-9072-7531,College of Agriculture and Life Sciences,Entomology and Plant Pathology,Entomology and Plant Pathology; Entomology and Plant Pathology; Genetics and Genomics Academy; N.C. Plant Sciences Initiative,101,54,0,10,3,0,0,0,0,0,0,0,0,0,19,0,10,1,0
baquroll,Barbara Qurollo,faculty,Assoc Research Professor,https://orcid.org/0000-0002-9849-2511,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences; Comparative Medicine Institute,50,28,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zqu5,Zhen Qu,faculty,Asst Professor,https://orcid.org/0000-0002-3766-9838,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences; Center for Geospatial Analytics; Marine, Earth, and Atmospheric Sciences; Center for Human Health and the Environment ",36,36,0,0,7,0,0,5,0,0,0,0,1,0,6,5,0,0,0
sgqueen,Sara Queen,faculty,Assoc Professor,,College of Design,Architecture,Architecture,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mquddus,Md Abdul Quddus,faculty,Asst Professor,https://orcid.org/0000-0002-1350-3198,Wilson College of Textiles,"Textile Engineering, Chemistry and Science","Textile Engineering, Chemistry and Science",16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dlrober4,David Roberts,faculty,Assoc Professor,,College of Engineering,Computer Science,Computer Science,51,19,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tmrider,Traci Rider,faculty,Assoc Professor,https://orcid.org/0000-0002-0777-4768,College of Design,Architecture,Graphic Design & Industrial Design; Coastal Resilience and Sustainability Initiative; Architecture; Global One Health Academy,85,13,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
rbormond,R  Bryan Ormond,faculty,Assoc Professor,https://orcid.org/0000-0001-9799-546X,Wilson College of Textiles,"Textile Engineering, Chemistry and Science","Center for Research on Textile Protection and Comfort; Textile Engineering, Chemistry and Science; Global One Health Academy",32,17,0,0,20,0,0,4,0,0,0,0,0,0,1,0,0,0,0
sozawa,Sarah Ozawa,faculty,Asst Professor,https://orcid.org/0000-0002-9038-8795,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences; Comparative Medicine Institute,65,9,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0
aoh,Annie Oh,faculty,Asst Professor,https://orcid.org/0000-0002-4700-7491,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences,21,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lopperm,Logan Opperman,faculty,Asst Teaching Professor,https://orcid.org/0009-0005-8740-6277,College of Sciences,Statistics,Statistics,10,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jwore,John-Paul Ore,faculty,Asst Professor,,College of Engineering,Computer Science,Computer Science; Coastal Resilience and Sustainability Initiative,6,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
lopromo,Luca David Opromolla,faculty,Professor,,Poole College of Management,Economics,Economics,3,3,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2
noozalti,Nur Ozaltin,faculty,Asst Teaching Professor,,College of Engineering,Edward P. Fitts Department of Industrial & Systems Engineering,Edward P. Fitts Department of Industrial & Systems Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mnpeters,Nils Peterson,faculty,Professor,https://orcid.org/0000-0002-4246-1206,College of Natural Resources,Forestry and Environmental Resources,Genetic Engineering and Society; Forestry and Environmental Resources; Southeast Climate Adaptation Science Center; Global One Health Academy,356,46,7,29,23,21,1,1,1,0,0,2,17,21,54,69,80,0,0
wplace,Wayne Place,faculty,Professor,,College of Design,Architecture,Architecture; Coastal Resilience and Sustainability Initiative,3,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
xpeng5,Xinxia Peng,faculty,Professor,https://orcid.org/0000-0002-0117-3582,College of Veterinary Medicine,Molecular Biomedical Sciences,Molecular Biomedical Sciences; Molecular Biomedical Sciences; Molecular Biomedical Sciences; Genetics and Genomics Academy; Comparative Medicine Institute; Coastal Resilience and Sustainability Initiative; Bioinformatics Research Center,64,55,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rpaerl,Ryan Paerl,faculty,Assoc Professor,https://orcid.org/0000-0003-3980-8181,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences; Marine, Earth, and Atmospheric Sciences; Genetics and Genomics Academy; Marine, Earth, and Atmospheric Sciences; Center for Human Health and the Environment ; Coastal Resilience and Sustainability Initiative",32,21,0,0,3,0,0,3,0,0,0,0,0,0,11,10,1,0,0
oapetrit,Olivia Petritz,faculty,Assoc Professor,https://orcid.org/0000-0003-2249-0904,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences,45,16,0,0,19,2,0,0,0,0,0,0,0,0,5,0,5,0,0
tpaulet,Tate Paulette,faculty,Assoc Professor,https://orcid.org/0000-0002-8255-0780,College of Humanities and Social Sciences,History,History,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flperry,Frank Perry,faculty,Asst Extension Professor,,College of Humanities and Social Sciences,Political Science & Public Administration [in the School of Public and International Affairs],Political Science & Public Administration [in the School of Public and International Affairs],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cjohns28,Corey Johnson,faculty,Karla A. Henderson Distinguished Professor,https://orcid.org/0000-0002-6918-3787,College of Natural Resources,"Parks, Recreation and Tourism Management","Parks, Recreation and Tourism Management",136,11,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wjiang8,Wen Jiang,faculty,Asst Professor,https://orcid.org/0000-0001-6978-9159,College of Engineering,Nuclear Engineering,Nuclear Engineering,68,49,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0
hji5,Hangjie Ji,faculty,Asst Professor,https://orcid.org/0000-0001-7613-8522,College of Sciences,Mathematics,Mathematics,55,25,0,0,3,0,0,10,0,0,0,0,0,0,2,0,0,0,0
cmjones6,Corey Jones,faculty,Asst Professor,https://orcid.org/0000-0002-1769-231X,College of Sciences,Mathematics,Mathematics,43,28,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
njoseph2,Nathaniel Josephs,faculty,Asst Professor,https://orcid.org/0000-0001-5658-6934,College of Sciences,Statistics,Statistics,13,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ftjenkin,Tommy Jenkins,faculty,Lecturer,,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjohns24,Jeremiah Johnson,faculty,Professor,https://orcid.org/0000-0002-9602-4976,College of Engineering,"Civil, Construction and Environmental Engineering","Energy Collaborative; Civil, Construction and Environmental Engineering; Coastal Resilience and Sustainability Initiative; KIETS Climate Leaders Program; Civil, Construction and Environmental Engineering; Sustainable Energy Systems and Policy",103,34,0,1,3,0,0,2,19,2,6,0,13,3,13,1,1,0,0
rjanaki,Ram Janakiraman,faculty,R. Randall Rollins Distinguished Professor of Marketing Analytics,https://orcid.org/0000-0003-2175-7152,Poole College of Management,Marketing,Marketing,30,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mjovano,Milena Jovanovic,faculty,Asst Professor,https://orcid.org/0000-0002-0185-0184,College of Sciences,Chemistry,Chemistry,29,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yjeong5,Yea Ji Jeong,faculty,Asst Professor,https://orcid.org/0000-0002-4665-5446,College of Veterinary Medicine,Population Health and Pathobiology,Population Health and Pathobiology,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
majarrys,Michael Jarry-Shore,faculty,Asst Professor,https://orcid.org/0000-0001-8949-0955,College of Education,Teacher Education and Learning Sciences,Education; Teacher Education and Learning Sciences,14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
kjjansen,Karen Jansen,faculty,Head,https://orcid.org/0000-0001-6972-6668,Poole College of Management,"Management, Innovation and Entrepreneurship","Management, Innovation and Entrepreneurship",35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sljone13,Susan Jones,faculty,Lecturer,,College of Agriculture and Life Sciences,Prestage Department of Poultry Science,Prestage Department of Poultry Science,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nejohns9,Nevin Johnson,faculty,Asst Professor,,College of Humanities and Social Sciences,Philosophy and Religious Studies,Philosophy and Religious Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sdkirby,Sarah Kirby,faculty,Professor,https://orcid.org/0000-0001-9969-4513,College of Agriculture and Life Sciences,Agricultural and Human Sciences,Agricultural and Human Sciences,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rmkube,Robin Kube,faculty,Senior Lecturer,,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pkoutro,Peter Koutroumpis,faculty,Senior Lecturer,,NC State Administration and Offices,Physical Education,Physical Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpliu,Paul Liu,faculty,Professor,https://orcid.org/0000-0001-8752-3805,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences; Coastal Resilience and Sustainability Initiative",71,23,0,1,0,0,0,1,0,0,0,0,1,0,58,46,1,0,0
mkatti,Madhusudan Katti,faculty,Associate Professor and Director of STS,https://orcid.org/0000-0003-3076-3562,College of Humanities and Social Sciences,Interdisciplinary Studies,"Forestry and Environmental Resources; Forestry and Environmental Resources; Global Water, Sanitation and Hygiene; Forestry and Environmental Resources; Leadership in Public Science; Global One Health Academy",85,32,0,0,2,2,0,1,0,0,0,0,2,0,7,6,6,0,0
wgknolle,Whitney Knollenberg,faculty,Assoc Professor,https://orcid.org/0000-0003-1551-9262,College of Natural Resources,"Parks, Recreation and Tourism Management","Parks, Recreation and Tourism Management; Coastal Resilience and Sustainability Initiative",128,21,0,6,1,3,0,0,0,0,0,0,26,4,4,4,5,0,0
tmkon,Tom Kon,faculty,Assoc Professor,,College of Agriculture and Life Sciences,Horticultural Science,Horticultural Science; N.C. Plant Sciences Initiative,12,9,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
mkhisa,Moses Khisa,faculty,Assoc Professor,https://orcid.org/0000-0002-1107-9370,College of Humanities and Social Sciences,Political Science & Public Administration [in the School of Public and International Affairs],Political Science & Public Administration [in the School of Public and International Affairs]; Global One Health Academy,25,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0
vikasper,Verena Kasper-Marienberg,faculty,Assoc Professor,https://orcid.org/0000-0002-7157-4680,College of Humanities and Social Sciences,History,History,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sskhan,Sarah Khan,faculty,Teaching Professor,,Poole College of Management,"Information Technology, Analytics, & Operations","Information Technology, Analytics, & Operations",6,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cekrieg,Chelsea Krieg,faculty,"Administrative Director, MFA Program",https://orcid.org/0009-0005-9642-0847,College of Humanities and Social Sciences,English,English,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrkulkar,Ravi Kulkarni,faculty,Assoc Professor,https://orcid.org/0000-0002-1126-7494,College of Veterinary Medicine,Population Health and Pathobiology,Population Health and Pathobiology; Global One Health Academy; Comparative Medicine Institute,67,31,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0
akmidget,Arion Kennedy,faculty,Assoc Professor,https://orcid.org/0000-0002-8443-3131,NC State Administration and Offices,Comparative Medicine Institute,Comparative Medicine Institute,40,35,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sbkulesz,Stephanie Kulesza,faculty,Assoc Professor,https://orcid.org/0000-0001-6992-1105,College of Agriculture and Life Sciences,Crop and Soil Sciences,Crop and Soil Sciences; Global One Health Academy,17,8,0,11,2,0,0,1,0,0,0,0,0,1,5,2,0,0,0
skoenig,Sebastian Koenig,faculty,Assoc Professor,https://orcid.org/0000-0002-4954-0548,College of Sciences,Physics,Physics,46,44,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
tckraft,Tim Kraft,faculty,Assoc Professor,https://orcid.org/0000-0002-2810-1327,Poole College of Management,"Information Technology, Analytics, & Operations","Supply Chain Resource Cooperative; Information Technology, Analytics, & Operations",22,3,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
azkabukc,Ayse Kabukcuoglu Dur,faculty,Asst Professor,https://orcid.org/0000-0003-3437-4249,Poole College of Management,Economics,Economics,7,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
ekulchi,Elena Kulchina,faculty,Assoc Professor,,Poole College of Management,"Management, Innovation and Entrepreneurship","Management, Innovation and Entrepreneurship",3,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
mkleine,Manuel Kleiner,faculty,Assoc Professor,https://orcid.org/0000-0001-6904-0287,College of Agriculture and Life Sciences,Plant and Microbial Biology,Plant and Microbial Biology; Plant and Microbial Biology; Genetics and Genomics Academy; Comparative Medicine Institute; Center for Integrated Fungal Research; Global One Health Academy; Plant and Microbial Biology; Microbiomes and Complex Microbial Communities; N.C. Plant Sciences Initiative,133,110,0,7,19,0,0,2,0,0,0,0,0,0,0,12,7,0,0
dgkamper,Derek Kamper,faculty,Professor,,College of Engineering,Biomedical Engineering,Biomedical Engineering,55,15,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nkotlar,Nadine Kotlarz,faculty,Asst Professor,https://orcid.org/0000-0002-7302-9176,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering; Office of Research and Innovation; Toxicology Programs; Civil, Construction and Environmental Engineering; Center for Human Health and the Environment ",21,15,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0
eekrupa,Erin Krupa,faculty,Assoc Professor,https://orcid.org/0000-0001-6898-4059,College of Education,"Science, Technology, Engineering, & Mathematics Education","Science, Technology, Engineering, & Mathematics Education",92,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
skim67,Sung-Ju Kim,faculty,Assoc Professor,https://orcid.org/0000-0002-3122-6542,College of Humanities and Social Sciences,Social Work,Social Work,84,6,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
